artistID;artistName;trackID;trackName;tagsList
73;"Radiohead";8172;"Subterranean Homesick Alien";"7,20,280,560,714,782,4695"
73;"Radiohead";11205;"I Might Be Wrong";"7,20,1063,4695"
73;"Radiohead";11312;"Pulk/Pull Revolving Doors";"7,11,20,166,1063,4695"
73;"Radiohead";12418;"Hunting Bears";"7,20,1063,4695"
73;"Radiohead";12542;"Dollars And Cents";"7,20,1063,4695"
73;"Radiohead";12628;"Life In A Glasshouse";"7,11,20,71,1063,4695"
73;"Radiohead";12650;"Like Spinning Plates";"7,20,1063,4467,4695"
73;"Radiohead";12651;"Morning Bell/Amnesiac";"7,20,1063,4695"
73;"Radiohead";12652;"Knives Out";"7,20,1063,4695"
73;"Radiohead";12653;"Packt Like Sardines In A Crushd Tin Box";"7,11,20,1063,4695"
73;"Radiohead";12909;"Motion Picture Soundtrack";"7,20,1063,2594,4695"
73;"Radiohead";12910;"Morning Bell";"7,20,1063,2594,4695"
73;"Radiohead";12911;"Kid A";"7,20,280,1063,2594,4695"
73;"Radiohead";13002;"In Limbo";"7,20,1063,2594,4695"
73;"Radiohead";13111;"Sulk";"7,284,714"
73;"Radiohead";13716;"True Love Waits";"7,4695"
73;"Radiohead";13915;"Skttrbrain (Four Tet Remix)";"11,1033,4129"
73;"Radiohead";13916;"I Am A Wicked Child";"7,4695"
73;"Radiohead";14685;"Backdrifts";"4695"
73;"Radiohead";14689;"2 + 2 = 5";"4695"
73;"Radiohead";14690;"The Gloaming";"29,4695"
73;"Radiohead";14696;"Gagging Order";"7,4695"
73;"Radiohead";16216;"Bishop'S Robes";"7"
73;"Radiohead";16220;"How I Made My Millions";"7,20"
73;"Radiohead";16225;"Lull";"20"
73;"Radiohead";16227;"Banana Co.";"7"
73;"Radiohead";16232;"Planet Telex (Hexidecimal Mix)";"7"
73;"Radiohead";16236;"I Will (La Version)";"7"
73;"Radiohead";16237;"There There (Demo)";"7"
73;"Radiohead";19550;"Blow Out";"7,20,284,564,714,4469"
73;"Radiohead";20390;"Lurgee";"7,20,284,564,714,4469"
73;"Radiohead";20391;"I Can'T";"7,20,284,564,714,4469"
73;"Radiohead";20392;"Prove Yourself";"7,20,284,714,4469"
73;"Radiohead";20393;"Vegetable";"7,20,284,714,4469"
73;"Radiohead";20394;"Ripcord";"7,20,284,714,4469"
73;"Radiohead";20395;"Anyone Can Play Guitar";"7,20,284,714,4469"
73;"Radiohead";20396;"Thinking About You";"7,20,284,564,714,4469"
73;"Radiohead";20397;"Stop Whispering";"7,20,284,714,4469"
73;"Radiohead";20398;"How Do You?";"7,20,284,714,4469"
73;"Radiohead";20399;"You";"7,20,284,714,4469"
73;"Radiohead";46320;"Down Is The New Up";"12,1063"
73;"Radiohead";58423;"Sit Down. Stand Up. (Snakes & Ladders.)";"1063,4695"
73;"Radiohead";75961;"There There. (The Boney King Of Nowhere.)";"1063,4695"
73;"Radiohead";76245;"Killer Cars (Live)";"7,20"
73;"Radiohead";76345;"Sail To The Moon. (Brush The Cobwebs Out Of The Sky.)";"564,1063"
73;"Radiohead";76346;"Backdrifts. (Honeymoon Is Over.)";"1063,4695"
73;"Radiohead";76348;"I Will. (No Man'S Land.)";"1063,4695"
73;"Radiohead";76349;"2 + 2 = 5 (The Lukewarm.)";"1063,4695"
73;"Radiohead";76350;"Scatterbrain. (As Dead As Leaves.)";"1063,4695"
73;"Radiohead";76351;"A Wolf At The Door. (It Girl. Rag Doll.)";"1063,4695"
73;"Radiohead";76352;"Go To Sleep. (Little Man Being Erased.)";"1063,4695"
73;"Radiohead";76353;"A Punchup At A Wedding. (No No No No No No No No.)";"1063,4695"
73;"Radiohead";76354;"We Suck Young Blood. (Your Time Is Up.)";"1063,4695"
73;"Radiohead";76355;"Where I End And You Begin. (The Sky Is Falling In.)";"1063,4695"
73;"Radiohead";76356;"Myxomatosis. (Judge, Jury & Executioner.)";"1063,4695"
73;"Radiohead";76363;"Last Flowers";"7,1063"
73;"Radiohead";77555;"2 + 2 = 5 (Live At Earls Court)";"11,20"
73;"Radiohead";78356;"How To Disappear Completely";"7,11,20,280,1063,2594,4695"
73;"Radiohead";79462;"Fake Plastic Trees";"7,20,284,714,4695"
73;"Radiohead";82831;"Like Spinning Plates (Reversed)";"7"
73;"Radiohead";93932;"Mk 1";"166,1063"
73;"Radiohead";96547;"The Gloaming. (Softly Open Our Mouths In The Cold.)";"1063,4695"
73;"Radiohead";98899;"Mk 2";"11,166,1063"
73;"Radiohead";106324;"Where I End And You Begin (Demo)";"7"
73;"Radiohead";109519;"Video Killed The Radio Star";"7"
73;"Radiohead";110490;"How To Disappear Completely And Never Be Found (Early)";"7"
73;"Radiohead";110491;"Creep (Radio Edit)";"714,4469"
73;"Radiohead";136243;"Sunday Bloody Sunday";"7"
73;"Radiohead";160368;"Inside My Head";"7"
73;"Radiohead";165233;"Fog";"7,20,4695"
73;"Radiohead";183346;"Street Spirit (Tiësto Remix)";"10"
73;"Radiohead";185265;"Sit Down. Stand Up.";"7,29,1063,4695"
73;"Radiohead";193287;"Bulletproof";"560"
73;"Radiohead";201269;"Cuttooth";"7,20"
73;"Radiohead";207829;"Fast-Track";"7,11,20"
73;"Radiohead";207842;"You (Live)";"7"
73;"Radiohead";207958;"Vegetable (Live)";"7"
73;"Radiohead";241044;"Stop Whispering (Us Version)";"7,20"
73;"Radiohead";260531;"I Will.";"7,29,1063,4695"
73;"Radiohead";260532;"Sail To The Moon.";"7,29,1063,4695"
73;"Radiohead";283578;"Talk Show Host (Black Dog Remix)";"7"
73;"Radiohead";289932;"Life In A Glasshouse (Full Length Version)";"7,11,71"
73;"Radiohead";293863;"The Amazing Sounds Of Orgy";"7,166,564,1031"
73;"Radiohead";295092;"Trans-Atlantic Drawl";"7,20"
73;"Radiohead";304811;"Keep Strong";"7"
73;"Radiohead";305178;"No Surprises Please (Early)";"7"
73;"Radiohead";305308;"Bullet Proof..I Wish I Was (Acoustic)";"7"
73;"Radiohead";305309;"What Is It That You Say";"7"
73;"Radiohead";305333;"Give It Up (Version 2)";"7"
73;"Radiohead";305342;"Duped 94Bpm";"7"
73;"Radiohead";305388;"In Limbo (Feat. Nigel Godrich)";"7"
73;"Radiohead";305391;"I Might Be Wrong (Edit)";"7"
73;"Radiohead";305393;"Climbing Up The Walls (Early)";"7"
73;"Radiohead";305394;"Just (Edit)";"7"
73;"Radiohead";305396;"Electioneering (Early)";"7"
73;"Radiohead";323970;"Paranoid Android (Early)";"7"
73;"Radiohead";324232;"Cinnamon Girl (Live)";"7"
73;"Radiohead";324348;"Motion Picture Soundtrack (Early)";"7"
73;"Radiohead";324504;"An Airbag Saved My Life (Early)";"7"
73;"Radiohead";324652;"The Bends (Demo)";"7"
73;"Radiohead";324730;"Rabbit In Your Headlights (3D Reverse Light)";"7"
73;"Radiohead";331505;"Fake Plastic Trees (Acoustic)";"7,127"
73;"Radiohead";355445;"Myxomatosis.";"7,29,1063"
73;"Radiohead";355446;"Where I End And You Begin.";"7,29,1063,4695"
73;"Radiohead";355447;"Go To Sleep.";"7,20,29,1063,4695"
73;"Radiohead";355448;"Backdrifts.";"7,29,1063,4695"
73;"Radiohead";355449;"A Wolf At The Door.";"7,1063,4695"
73;"Radiohead";355450;"Scatterbrain.";"7,29,1063,4695"
73;"Radiohead";355451;"A Punchup At A Wedding.";"7,29,1063,4695"
73;"Radiohead";355452;"The Gloaming.";"7,1063"
73;"Radiohead";355453;"We Suck Young Blood.";"7,29,1063,4695"
73;"Radiohead";367546;"Ripcord (Live)";"7"
73;"Radiohead";382612;"Bangers + Mash";"20,1063"
73;"Radiohead";412717;"Nobody Does It Better (Live)";"7"
73;"Radiohead";423501;"The Gloaming (Early Extended)";"7"
73;"Radiohead";450684;"Just (Live)";"7"
73;"Radiohead";451413;"High And Dry (Live)";"564"
73;"Radiohead";451519;"Karma Police (Early)";"7"
73;"Radiohead";461563;"Broken Bass Bin";"7"
73;"Radiohead";462036;"Worrywort";"7,11,4695"
73;"Radiohead";462165;"Shot By Both Sides (Live)";"7"
73;"Radiohead";462209;"I Froze Up";"7"
73;"Radiohead";462271;"Sing A Song For You (Live)";"7"
73;"Radiohead";490662;"Union City Blues (Live)";"7"
73;"Radiohead";496077;"Fake Plastic Trees (Edit)";"7"
73;"Radiohead";514913;"Blow Out (Remix)";"7,20"
73;"Radiohead";527904;"Thinking About You (Demo)";"20"
73;"Radiohead";565067;"Mantua";"7"
73;"Radiohead";565102;"Rabbit In Your Headlights (Underdog)";"7"
73;"Radiohead";627759;"Go To Sleep (Early)";"7"
73;"Radiohead";635617;"Permanant Daylight";"7"
73;"Radiohead";640144;"This Mess We'Re In (Feat. Pj Harvey)";"7"
73;"Radiohead";694226;"Lucky (Feat. Michael Stipe) (Live)";"7"
73;"Radiohead";694878;"If There Is A God (Feat. Billy Corgan)";"7"
73;"Radiohead";715756;"Big Boots";"7"
73;"Radiohead";739267;"Egyptian Song";"20"
73;"Radiohead";782276;"Polyethylene, Parts 1 & 2";"7,4695"
73;"Radiohead";789466;"Where I End And You Begin";"4695"
73;"Radiohead";811829;"Treefingers (Extended)";"7"
73;"Radiohead";828716;"Untogether (Feat. Belly)";"7"
73;"Radiohead";834948;"Planet Telex (Trashed)";"7"
73;"Radiohead";834973;"Pearly* (Running From Demons)";"7"
73;"Radiohead";834992;"Creep (Friendly)";"7"
73;"Radiohead";834993;"Rabbit In Your Headlights (Suburban Hell)";"7"
73;"Radiohead";834994;"Let Down (Edit)";"7"
73;"Radiohead";835055;"Introduction To Romeo";"7"
73;"Radiohead";835179;"Climbing Up The Walls (Zero 7)";"7"
73;"Radiohead";835257;"Blow Out (Mix)";"7"
73;"Radiohead";835280;"Planet Telex (Depthcharge)";"7"
73;"Radiohead";835281;"Planet Telex (Karma Sunra)";"7"
73;"Radiohead";835282;"Planet Telex (L.F.O. Dj)";"7"
73;"Radiohead";835321;"Life In A Glass House (Early)";"7"
73;"Radiohead";835400;"Prove Yourself (Demo)";"20"
73;"Radiohead";846585;"It'S The End Of The World As We Know It (Feat. Michael Stipe)";"7"
73;"Radiohead";846586;"Fog (Again)";"7"
73;"Radiohead";853511;"Nasty People";"7"
73;"Radiohead";881345;"Stupid Car (Tinnitus)";"7"
73;"Radiohead";928047;"Everything In Its Right Place (Unklesounds Edit)";"11"
73;"Radiohead";934030;"Something To Hate";"7"
73;"Radiohead";942731;"Talk Show Host (Nellee Hooper Remix)";"14"
617;"The Beatles";2429;"Good Night";"7,19,271,710"
617;"The Beatles";2430;"Revolution 9";"7,19,271,710,1193"
617;"The Beatles";2431;"Cry Baby Cry";"7,19,271,673,710,2107"
617;"The Beatles";2432;"Savoy Truffle";"7,19,271,709,710"
617;"The Beatles";2433;"Honey Pie";"7,19,271,709,710"
617;"The Beatles";2434;"Long, Long, Long";"7,19,271,709,710"
617;"The Beatles";2435;"Helter Skelter";"7,14,19,271,709,710"
617;"The Beatles";2436;"Sexy Sadie";"7,19,271,710"
617;"The Beatles";2438;"Mother Nature'S Son";"7,19,271,709,710"
617;"The Beatles";2439;"Yer Blues";"7,19,271,709,710,2027"
617;"The Beatles";2440;"Birthday";"7,19,271,709,710"
617;"The Beatles";2441;"Julia";"7,271,709,710"
617;"The Beatles";2442;"I Will";"7,19,271,709,710"
617;"The Beatles";2443;"Why Don'T We Do It In The Road?";"7,19,271,709,710"
617;"The Beatles";2445;"Rocky Raccoon";"7,14,271,710"
617;"The Beatles";2446;"Piggies";"7,19,271,709,710"
617;"The Beatles";2447;"Blackbird";"7,19,271,709,710,1327,35722"
617;"The Beatles";2448;"I'M So Tired";"7,19,271,709,710"
617;"The Beatles";2449;"Martha My Dear";"7,19,271,709,710"
617;"The Beatles";3149;"The Long And Winding Road";"7,19,710,937,1327,6411"
617;"The Beatles";3427;"Back In The U.S.S.R.";"7,19,127,271,709,710"
617;"The Beatles";3447;"While My Guitar Gently Weeps";"7,14,19,271,709,710"
617;"The Beatles";3448;"The Continuing Story Of Bungalow Bill";"7,19,271,709,710"
617;"The Beatles";3449;"Wild Honey Pie";"7,19,271,709,710"
617;"The Beatles";3450;"Ob-La-Di, Ob-La-Da";"7,14,19,271,709,710,1164"
617;"The Beatles";3451;"Glass Onion";"7,19,271,709,710"
617;"The Beatles";3452;"Dear Prudence";"7,19,271,709,710"
617;"The Beatles";3808;"Can'T Buy Me Love";"7,710,937,1327,6411"
617;"The Beatles";3809;"I Want To Hold Your Hand";"7,710,937,1164,1327,6411,35722"
617;"The Beatles";3810;"She Loves You";"7,710,937,1327,6411"
617;"The Beatles";3811;"From Me To You";"7,709,710,937,1327,3007,6411"
617;"The Beatles";4596;"Hello, Goodbye";"7,300,709,710,1327,4864"
617;"The Beatles";4597;"Penny Lane";"7,710,937,1327,6411"
617;"The Beatles";4598;"Eleanor Rigby";"7,19,710,987,1327"
617;"The Beatles";4599;"Yellow Submarine";"7,3007"
617;"The Beatles";4600;"Paperback Writer";"7,710,937,1327,6411"
617;"The Beatles";4603;"Yesterday";"7,710,937,1327,6411"
617;"The Beatles";4604;"Help!";"7,710,937,1327,6411"
617;"The Beatles";4605;"Ticket To Ride";"7,710,937,1327,3007,6411"
617;"The Beatles";4606;"Eight Days A Week";"7,1091,1327"
617;"The Beatles";4607;"I Feel Fine";"7,937,1091,1164,1327,2987"
617;"The Beatles";5386;"The Ballad Of John And Yoko";"7,710,937,1327,6411"
617;"The Beatles";5387;"Get Back";"7,1091"
617;"The Beatles";8506;"Revolution 1";"7,14,19,271,709,710"
617;"The Beatles";8507;"Rocky Racoon";"7,709"
617;"The Beatles";10459;"Cayenne";"7,3007"
617;"The Beatles";10523;"Taxman";"7,710,987,1327"
617;"The Beatles";10561;"Free As A Bird";"7"
617;"The Beatles";10575;"For No One";"7,19,710,987,1327"
617;"The Beatles";10731;"Roll Over Beethoven";"7,1327"
617;"The Beatles";11101;"My Bonnie";"7,3007"
617;"The Beatles";11153;"The Sheik Of Araby";"7,3007"
617;"The Beatles";11183;"I Want To Tell You";"7,710,1327"
617;"The Beatles";11211;"I'M Only Sleeping";"7,710,987,1327"
617;"The Beatles";11224;"Love You To";"7,710,987,1327"
617;"The Beatles";11284;"Maybe I'M Amazed";"4864"
617;"The Beatles";11285;"Lucy In The Sky With Diamonds";"7,19,171,271,710,1391"
617;"The Beatles";11286;"I Am The Walrus";"7,710,4864"
617;"The Beatles";11287;"Tomorrow Never Knows";"7,710,1327"
617;"The Beatles";11288;"Got To Get You Into My Life";"7,710,987,1327"
617;"The Beatles";11289;"Doctor Robert";"7,710,987,1327"
617;"The Beatles";11291;"Good Day Sunshine";"7,19,710,987,1327"
617;"The Beatles";11292;"She Said She Said";"7,710,987,1327"
617;"The Beatles";11293;"Here, There And Everywhere";"7,710,987,1327"
617;"The Beatles";11375;"How Do You Do It";"7,3007"
617;"The Beatles";11528;"No Reply (Demo)";"7"
617;"The Beatles";11738;"You Know What To Do";"7"
617;"The Beatles";11755;"No Reply";"7"
617;"The Beatles";11772;"Like Dreamers Do";"7,3007"
617;"The Beatles";11817;"Ain'T She Sweet";"7"
617;"The Beatles";11862;"Searchin'";"7,3007"
617;"The Beatles";12064;"Twist And Shout";"7,19,712,1327"
617;"The Beatles";27712;"A Day In The Life";"7,560"
617;"The Beatles";27713;"Sgt. Pepper'S Lonely Hearts Club Band (Reprise)";"7"
617;"The Beatles";27714;"Good Morning Good Morning";"7,19,171,271,710,987,1391"
617;"The Beatles";27715;"Lovely Rita";"7,19,171,271,710,987,1391"
617;"The Beatles";27716;"When I'M Sixty-Four";"7"
617;"The Beatles";27717;"Within You Without You";"7,171,271,710,987,1391"
617;"The Beatles";27718;"Being For The Benefit Of Mr. Kite!";"709,987"
617;"The Beatles";27720;"Fixing A Hole";"7,19,171,271,710,1391,2735"
617;"The Beatles";27721;"Getting Better";"7,19,171,271,709,710,987,1391"
617;"The Beatles";27938;"Because";"7"
617;"The Beatles";27939;"Oh! Darling";"7"
617;"The Beatles";27975;"Strawberry Fields Forever";"7,19,710,4864"
617;"The Beatles";28064;"She Came In Through The Bathroom Window";"7,2987"
617;"The Beatles";28065;"Polythene Pam";"7"
617;"The Beatles";28068;"Maxwell'S Silver Hammer";"7"
617;"The Beatles";28296;"Sgt. Pepper'S Lonely Hearts Club Band (Reprise)";"7,171,271,710,987,1391,4864"
617;"The Beatles";28297;"When I'M Sixty-Four";"7,171,271,709,710,987,1391"
617;"The Beatles";28298;"Being For The Benefit Of Mr. Kite";"7"
617;"The Beatles";28299;"She'S Leaving Home";"7,171,271,710,1391"
617;"The Beatles";29106;"Sgt. Pepper'S Lonely Hearts Club Band";"7"
617;"The Beatles";39836;"Your Mother Should Know";"7,710,4864"
617;"The Beatles";39890;"Baby You'Re A Rich Man";"7,710,4864"
617;"The Beatles";39891;"A Taste Of Honey";"7,19,712,1327"
617;"The Beatles";39903;"There'S A Place";"7,1327"
617;"The Beatles";39960;"You'Re Gonna Lose That Girl";"7"
617;"The Beatles";40873;"Ask Me Why";"7,1327"
617;"The Beatles";40969;"Boys";"7,712,1327"
617;"The Beatles";40970;"Chains";"7,1327"
617;"The Beatles";40971;"Anna (Go To Him)";"7,1327"
617;"The Beatles";40972;"Misery";"7,1327"
617;"The Beatles";40973;"Strawberry Fields Forever (Remix 26)";"4864"
617;"The Beatles";40975;"I Saw Her Standing There";"7,14,1164,1327"
617;"The Beatles";40999;"Do You Want To Know A Secret";"7,14,19,343,712,1091,1327"
617;"The Beatles";41000;"Baby It'S You";"7,1327"
617;"The Beatles";41006;"Not A Second Time";"7,1327"
617;"The Beatles";41007;"Hold Me Tight";"7,1327"
617;"The Beatles";41010;"This Boy";"7"
617;"The Beatles";41187;"Sie Liebt Dich";"7,1091,1164"
617;"The Beatles";41958;"Michelle";"7,19,710,937"
617;"The Beatles";42008;"Fool On The Hill";"14"
617;"The Beatles";48610;"You'Ve Got To Hide Your Love Away";"7"
617;"The Beatles";59469;"What Goes On";"7,710,937"
617;"The Beatles";76287;"Here Comes The Sun / The Inner Light (Transition)";"19"
617;"The Beatles";76288;"Gnik Nus";"19"
617;"The Beatles";77515;"Drive My Car / The Word / What You'Re Doing";"19"
617;"The Beatles";78049;"You Won'T See Me";"7,710,937"
617;"The Beatles";78491;"Wait";"7,710,937"
617;"The Beatles";78606;"Come Together / Dear Prudence / Cry Baby Cry (Transition)";"7,19"
617;"The Beatles";79756;"The Word";"7,710,937"
617;"The Beatles";80050;"Within You Without You / Tomorrow Never Knows";"19"
617;"The Beatles";80393;"Being For The Benefit Of Mr. Kite! / I Want You (She'S So Heavy) / Helter Skelter";"19"
617;"The Beatles";81164;"A Hard Day'S Night";"7,710,937,1327,6411"
617;"The Beatles";81291;"Blackbird / Yesterday";"19"
617;"The Beatles";81809;"Rain";"7,937,1091,1164"
617;"The Beatles";83995;"Drive My Car";"7"
617;"The Beatles";84070;"Think For Yourself";"7,710,937"
617;"The Beatles";85202;"Another Girl";"7,710,937"
617;"The Beatles";85203;"I Need You";"7,710,937"
617;"The Beatles";85204;"The Night Before";"7,710,937"
617;"The Beatles";85276;"I'M Looking Through You";"7"
617;"The Beatles";85601;"You Like Me Too Much";"7,710,937"
617;"The Beatles";97524;"If I Needed Someone";"7,710,937"
617;"The Beatles";106353;"Dig A Pony";"7,1091,2735"
617;"The Beatles";107093;"For You Blue";"7,1091"
617;"The Beatles";108310;"Flying";"7,19,710,4864"
617;"The Beatles";122851;"Dig It";"7,1091"
617;"The Beatles";122852;"Maggie Mae";"7,1091"
617;"The Beatles";122853;"I Me Mine";"7,1091"
617;"The Beatles";122896;"Across The Universe";"7,19,2735"
617;"The Beatles";123536;"Don'T Pass Me By";"7,19,271,709,710"
617;"The Beatles";137211;"Dizzy Miss Lizzie";"276"
617;"The Beatles";137212;"You'Re Going To Lose That Girl";"7,710,937"
617;"The Beatles";137239;"Sea Of Time";"7,3007,5081"
617;"The Beatles";137240;"Pepperland";"7,3007,5081"
617;"The Beatles";137241;"It'S All Too Much";"7,3007"
617;"The Beatles";137242;"Hey Bulldog";"7,3007"
617;"The Beatles";137243;"All Together Now";"7,3007"
617;"The Beatles";137244;"Only A Northern Song";"7,3007"
617;"The Beatles";137359;"I'Ve Just Seen A Face";"7,710,937"
617;"The Beatles";137360;"Tell Me What You See";"7"
617;"The Beatles";138932;"Rock And Roll Music";"7"
617;"The Beatles";138933;"Baby'S In Black";"7,1091"
617;"The Beatles";138934;"I'M A Loser";"276"
617;"The Beatles";139200;"Little Child";"7,1327"
617;"The Beatles";140973;"You Really Got A Hold On Me";"19,276"
617;"The Beatles";141761;"Blue Jay Way";"7,19,710,4864"
617;"The Beatles";141797;"Sea Of Monsters";"7,14,3007,5081"
617;"The Beatles";141799;"Mean Mr. Mustard";"7"
617;"The Beatles";152464;"The Long And Winding Road";"7,1327"
617;"The Beatles";160751;"The Fool On The Hill";"7,19,710,4864"
617;"The Beatles";164702;"I'Ll Follow The Sun";"7,1091"
617;"The Beatles";165861;"One After 909";"7,1091"
617;"The Beatles";169730;"I'Ve Got A Feeling";"7,1091"
617;"The Beatles";178382;"Real Love";"7,1091"
617;"The Beatles";179642;"Don'T Let Me Down (Feat. Billy Preston)";"7,937,1091,1164"
617;"The Beatles";209478;"All I'Ve Got To Do";"7,1327"
617;"The Beatles";211246;"Sure To Fall (In Love With You)";"19,276"
617;"The Beatles";211248;"Some Other Guy";"19,276"
617;"The Beatles";212159;"Thank You Girl";"19,276"
617;"The Beatles";212174;"Komm, Gib Mir Deine Hand";"7,1091,1164"
617;"The Beatles";212175;"Carol";"19,276"
617;"The Beatles";212208;"Kansas City / Hey-Hey-Hey-Hey!";"7"
617;"The Beatles";212210;"Keep Your Hands Off My Baby";"19,276"
617;"The Beatles";212273;"Too Much Monkey Business";"19,276"
617;"The Beatles";212298;"Rambling Woman";"7"
617;"The Beatles";212318;"Johnny B. Goode";"19,276"
617;"The Beatles";212338;"That'S All Right (Mama)";"19,276"
617;"The Beatles";212385;"Three Cool Cats";"7,3007"
617;"The Beatles";212400;"Memphis, Tennessee";"19,276"
617;"The Beatles";212505;"Moonlight Bay";"7"
617;"The Beatles";212597;"Lucille";"19,276"
617;"The Beatles";212669;"Matchbox";"276"
617;"The Beatles";212687;"Besame Mucho";"7,3007"
617;"The Beatles";212689;"I'Ll Be Back (Take 2)";"7"
617;"The Beatles";212705;"Two Of Us";"7"
617;"The Beatles";212716;"I Call Your Name";"7,1091,1164,2987"
617;"The Beatles";212735;"One And One Is Two";"186"
617;"The Beatles";212750;"Slow Down";"276"
617;"The Beatles";212784;"She'S A Woman";"7"
617;"The Beatles";212833;"That'Ll Be The Day";"7,3007"
617;"The Beatles";212842;"I Got To Find My Baby";"276"
617;"The Beatles";212847;"Shout";"7"
617;"The Beatles";212860;"So How Come (No One Loves Me)";"276"
617;"The Beatles";212890;"Mr. Moonlight";"7"
617;"The Beatles";212917;"Summer'S Day Song";"4864"
617;"The Beatles";212946;"The Hippy Hippy Shake";"276"
617;"The Beatles";212948;"Hallelujah, I Love Her So";"7,3007"
617;"The Beatles";212980;"I'Ll Be Back (Take 3)";"7"
617;"The Beatles";213023;"The Honeymoon Song";"19,276"
617;"The Beatles";213066;"Eight Days A Week (Sequence)";"7"
617;"The Beatles";213146;"I Forgot To Remember To Forget";"276"
617;"The Beatles";213216;"Dear Wack! (Feat. Brian Matthew)";"276"
617;"The Beatles";213279;"Crying, Waiting, Hoping";"19,276"
617;"The Beatles";213291;"A Shot Of Rhythm And Blues";"19,276"
617;"The Beatles";213304;"One After 909 (Sequence)";"7,3007"
617;"The Beatles";213313;"Ooh! My Arms (Speech) (Feat. Rodney Burke)";"276"
617;"The Beatles";213342;"Come And Get It (Demo)";"4864"
617;"The Beatles";213347;"Everybody'S Trying To Be My Baby";"276"
617;"The Beatles";213413;"Nothin' Shakin'";"276"
617;"The Beatles";213499;"Bad Boy";"7,1091,1164,2987"
617;"The Beatles";213534;"Yes It Is";"7"
617;"The Beatles";213586;"Cry For A Shadow";"7,3007"
617;"The Beatles";213677;"Don'T Ever Change";"276"
617;"The Beatles";213678;"What'S The New Mary Jane?";"7"
617;"The Beatles";213692;"Eight Days A Week (Complete)";"7,978,2987"
617;"The Beatles";213778;"Medley: Kansas City / Hey! Hey! Hey! Hey!";"276"
617;"The Beatles";213902;"Medley: Kansas City / Hey, Hey, Hey, Hey";"7"
617;"The Beatles";213973;"Boys, What I Was Thinking (Comedy) (Feat. Eric Morecambe And Ernie Wise)";"7"
617;"The Beatles";213980;"Glad All Over";"276"
617;"The Beatles";214011;"Soldier Of Love";"19,276"
617;"The Beatles";214109;"I'M Gonna Sit Right Down And Cry (Over You)";"19,276"
617;"The Beatles";214180;"Lonesome Tears In My Eyes";"276"
617;"The Beatles";214209;"To Know Her Is To Love Her";"19,276"
617;"The Beatles";214297;"In Spite Of All The Danger";"7,3007"
617;"The Beatles";214309;"Words Of Love";"7,1091"
617;"The Beatles";214349;"Clarabella";"19,276"
617;"The Beatles";214353;"Honey Don'T";"276"
617;"The Beatles";214358;"Sweet Little Sixteen";"276"
617;"The Beatles";214371;"Riding On A Bus (Feat. Brian Matthew)";"19,276"
617;"The Beatles";214389;"Young Blood";"19,276"
617;"The Beatles";214425;"I Just Don'T Understand";"276"
617;"The Beatles";214451;"Crinsk Dee Night (Speech) (Feat. Brian Matthew)";"276"
617;"The Beatles";214560;"A Day In The Life (Take 5)";"4864"
617;"The Beatles";214798;"Mr. H. Atom";"4864"
617;"The Beatles";214908;"Ooh! My Soul";"276"
617;"The Beatles";214955;"I'Ll Be On My Way";"19,276"
617;"The Beatles";214998;"I Got A Woman";"19,276"
